MoveName,Type,Category,Power,Accuracy,PP,Description
얼어붙은세계,얼음,특수,65,95,10,차가운 냉기를 상대에게 내뿜어 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
얼음뭉치,얼음,물리,40,100,30,얼음 덩어리를 순식간에 만들어 재빠르게 쏜다. 반드시 선제공격할 수 있다.
얼음숨결,얼음,특수,60,90,10,차가운 숨결을 상대에게 내뿜어 공격한다. 반드시 급소에 맞는다.
얼음엄니,얼음,물리,65,95,15,냉기를 품은 이빨로 문다. 10% 확률로 상대를 풀죽게 하거나 얼음 상태로 만든다.
오로라베일,얼음,변화,0,0,20,5턴 동안 물리와 특수 기술의 데미지를 약하게 한다. 설경일 때만 쓸 수 있다.
오로라빔,얼음,특수,65,100,20,무지개색의 빔을 상대에게 발사하여 공격한다. 10% 확률로 상대의 공격을 1랭크 떨어뜨린다.
절대영도,얼음,특수,0,30,5,절대영도의 추위로 상대를 공격한다. 맞으면 일격에 기절한다.
콜드플레어,얼음,특수,140,90,5,모든 것을 얼려버리는 격렬한 냉기로 2턴째에 상대를 둘러싼다. 30% 확률로 상대를 화상 상태로 만든다.
트리플악셀,얼음,물리,20,90,10,3회 연속으로 킥을 날려 공격한다. 기술이 맞을 때마다 위력이 올라간다.
프리즈드라이,얼음,특수,70,100,20,상대를 급격히 차갑게 하여 10% 확률로 얼음 상태로 만든다. 물타입 포켓몬에게도 효과가 굉장해진다.
프리즈볼트,얼음,물리,140,90,5,전기를 두른 얼음덩어리로 2턴째에 상태를 내리친다. 30% 확률로 상대를 마비상태로 만든다.
흑안개,얼음,변화,0,0,30,흑안개를 뿜어 배틀에 참가 중인 포켓몬 전원의 능력 변화를 원래대로 돌린다.
흰안개,얼음,변화,0,0,30,하얀 안개로 몸을 덮는다. 5턴 동안 상대에 의해 능력이 떨어지지 않게 된다.
가드셰어,에스퍼,변화,0,0,10,초능력으로 자신과 상대의 방어와 특수방어를 더해서 반으로 나눈다.
가드스왑,에스퍼,변화,0,0,10,초능력으로 자신과 상대의 방어와 특수방어의 능력 변화를 교체한다.
고속이동,에스퍼,변화,0,0,30,힘을 빼고 몸을 가볍게 해서 고속으로 움직인다. 자신의 스피드를 2랭크 올린다.
꿈먹기,에스퍼,특수,100,100,15,잠자고 있는 상대의 꿈을 먹어 공격한다. 데미지의 절반을 HP로 회복한다.
러스터퍼지,에스퍼,특수,95,100,5,눈부신 빛을 발산하여 공격한다. 50% 확률로 상대의 특수방어를 1랭크 떨어뜨린다.
루미나콜리전,에스퍼,특수,80,100,10,정신에도 작용하는 기묘한 빛을 발산해서 공격한다. 상대의 특수방어를 2랭크 떨어뜨린다.
리플렉터,에스퍼,변화,0,100,20,5턴 동안 이상한 장막을 쳐서 상대로부터 받는 물리공격의 데미지를 약하게 한다.
마법가루,에스퍼,변화,0,100,20,마법가루를 날려서 상대를 단일 에스퍼 타입으로 바꾼다.
망각술,에스퍼,변화,0,0,20,머리를 비워서 순간적으로 무언가를 잊어버림으로써 자신의 특수방어를 2랭크 올린다.
매직룸,에스퍼,변화,0,0,10,이상한 공간을 만든다. 5턴 동안 모든 포켓몬의 도구의 효과가 사라진다.
매직코트,에스퍼,변화,0,100,20,"상태이상이나 능력을 떨어뜨리는 기술, 씨뿌리기 등을 썼을 때 상대에게 되받아친다."
명상,에스퍼,변화,0,0,20,조용히 정신을 통일하고 마음을 가라앉혀서 자신의 특수공격과 특수방어를 1랭크 올린다.
미라클아이,에스퍼,변화,0,0,40,악타입에 효과가 없는 기술이나 회피율이 높은 상대라 할지라도 공격이 맞게 된다.
미래예지,에스퍼,특수,120,100,15,기술을 사용한 2턴 뒤에 상대에게 염동력의 덩어리를 보내어 공격한다. 방어 계열 기술을 무시한다.
미러코트,에스퍼,특수,0,100,20,상대에게 받은 특수공격의 데미지를 2배로 만들어 그 상대에게 돌려준다.
미스트볼,에스퍼,특수,95,100,5,안개의 깃털로 둘러싸 공격한다. 상대의 특수공격을 떨어뜨릴 때가 있다.
배리어,에스퍼,변화,0,0,20,튼튼한 장막을 만들어 자신의 방어를 2랭크 올린다.
배리어러시,에스퍼,물리,70,90,10,사념의 에너지를 두른 채로 상대에게 부딪친다. 자신의 방어를 1랭크 올린다.
봉인,에스퍼,변화,0,0,10,상대가 자신과 같은 기술을 배웠다면 상대만 그 기술을 사용할 수 없게 한다.
브레이브차지,에스퍼,변화,0,0,10,기운을 고조시켜서 자신의 상태 이상을 회복하고 특수공격과 특수방어를 1랭크 올린다.
빛의장막,에스퍼,변화,0,100,30,5턴 동안 이상한 장막을 쳐서 상대로부터 받는 특수공격의 데미지를 약하게 한다.
사념의박치기,에스퍼,물리,80,90,15,사념의 힘을 이마에 모아서 공격한다. 20%의 확률로 상대를 풀죽게 만든다.
사이드체인지,에스퍼,변화,0,0,15,아군 중 하나와 자리를 바꾼다. 연속으로 사용 시 실패하기 쉽다.
사이코노이즈,에스퍼,특수,75,100,5,불쾌한 음파를 상대에게 날려서 공격한다. 2턴 동안 상대는 기술이나 특성 또는 지니고 있는 도구로 HP를 회복할 수 없게 된다.
사이코부스트,에스퍼,특수,140,90,5,풀 파워로 상대를 공격한다. 사용하면 반동으로 자신의 특수공격이 2랭크 떨어진다.
사이코브레이크,에스퍼,특수,100,100,10,이상한 염력파를 실체화하여 상대를 공격한다. 물리적인 데미지를 준다.
사이코블레이드,에스퍼,물리,80,100,15,실체가 없는 칼날로 상대를 베어 가른다. 일렉트릭필드 위에 있을 때 기술의 위력이 1.5배가 된다.
사이코쇼크,에스퍼,특수,80,100,10,이상한 염력파를 실체화하여 상대를 공격한다. 물리적인 데미지를 준다.
사이코시프트,에스퍼,변화,0,100,10,초능력으로 암시를 걸어서 자신에게 걸려 있는 상태 이상을 상대에게 옮긴다.
사이코웨이브,에스퍼,특수,0,100,10,이상한 염력파를 상대에게 발사하여 공격한다. 사용할 때마다 데미지가 바뀐다.
사이코커터,에스퍼,물리,70,100,20,실체화시킨 마음의 칼날로 상대를 베어 가른다. 급소에 맞을 확률이 높다.
사이코키네시스,에스퍼,특수,90,100,10,강한 염동력을 상대에게 보내어 공격한다. 10% 확률로 상대의 특수방어를 1랭크 떨어뜨린다.
사이코팽,에스퍼,물리,85,100,10,사이코 파워로 물어서 상대를 공격한다. 빛의장막이나 리플렉터도 파괴할 수 있다.
사이코필드,에스퍼,변화,0,0,10,5턴 동안 발 밑을 사이코필드로 만든다. 땅에 있으면 선제공격을 받지 않는다.
섬뜩한주문,에스퍼,특수,80,100,5,강력한 사이코 파워로 공격한다. 상대가 마지막으로 사용한 기술의 PP를 3만큼 줄인다.
순간이동,에스퍼,변화,0,0,20,"교대 포켓몬과 교체한다. 야생 포켓몬과 배틀할 때, 배틀을 그만둔다."
숟가락휘기,에스퍼,변화,0,0,15,숟가락을 휘어서 주의를 끌어 상대의 명중률을 1랭크 낮춘다.
스킬스왑,에스퍼,변화,0,0,10,초능력으로 자신의 특성과 상대의 특성을 바꾼다.
스피드스왑,에스퍼,변화,0,0,10,상대의 스피드와 자신의 스피드를 교체한다.
신비의힘,에스퍼,특수,70,90,10,신비한 힘으로 자신을 강화한다. 자신의 특수공격이 올라간다.
신통력,에스퍼,특수,80,100,20,보이지 않는 이상한 힘을 보내어 공격한다. 10% 확률로 상대를 풀죽게 만든다.
싱크로노이즈,에스퍼,특수,120,100,10,이상한 전파로 주위에 있는 자신과 같은 타입의 포켓몬에게 데미지를 준다.
어시스트파워,에스퍼,특수,20,100,10,축적된 파워로 상대를 공격한다. 자신의 능력이 올라가 있는 만큼 위력이 오른다.
얼어붙는시선,에스퍼,특수,90,100,10,두 눈에서 사이코 파워를 발사해서 공격한다. 10%의 확률로 상대를 얼음 상태로 만든다.
역할,에스퍼,변화,0,0,10,상대의 역할을 하여 자신도 상대와 같은 특성으로 변화한다.
염동력,에스퍼,특수,50,100,25,약한 염동력을 상대에게 보내어 공격한다. 10% 확률로 상대를 혼란시킨다.
오라윙,에스퍼,특수,80,100,10,오라로 강화한 날개로 베어 가른다. 급소에 맞기 쉽다. 자신의 스피드를 1랭크 올린다.
와이드포스,에스퍼,특수,80,100,10,사이코 파워로 상대를 공격한다. 사이코필드일 때는 위력이 120으로 오르며 모든 상대에게 데미지를 준다.
요가포즈,에스퍼,변화,0,0,40,잠자던 힘을 몸속에서 끌어내어 자신의 공격을 1랭크 올린다.
원더룸,에스퍼,변화,0,0,10,이상한 공간을 만든다. 5턴 동안 모든 포켓몬의 방어와 특수방어가 바뀐다.
이차원홀,에스퍼,특수,80,0,5,이차원홀로 갑자기 상대 바로 옆에 나타나 공격한다. 방어나 판별 등도 무시할 수 있다.
잠자기,에스퍼,변화,0,0,5,2턴 동안 계속 잠잔다. 자신의 HP와 상태 이상을 모두 회복한다.
중력,에스퍼,변화,0,0,5,5턴 동안 부유나 비행타입에 땅타입의 기술이 맞게 된다. 공중으로 나는 기술도 사용할 수 없다.
지휘,에스퍼,변화,0,0,20,상대에게 지시하여 상대가 쓴 기술을 다시 한번 쓰게 할 수 있다.
초승달의기도,에스퍼,변화,0,0,5,초승달에 기도를 하여 자신과 배틀에 나와있는 같은 편의 전체 HP의 1/4을 회복하고 모든 상태를 회복한다.
초승달춤,에스퍼,변화,0,0,10,자신은 기절하지만 교대하여 나오는 포켓몬의 모든 상태를 회복한다.
최면술,에스퍼,변화,0,60,20,졸음을 유도하는 암시를 걸어서 상대를 잠듦 상태로 만든다.
치유소원,에스퍼,변화,0,0,10,자신은 기절하지만 교대하여 나오는 포켓몬의 상태 이상과 HP를 회복한다.
치유파동,에스퍼,변화,0,0,10,치유파동을 날려서 최대 HP의 절반만큼 상대의 HP를 회복한다.
코스믹파워,에스퍼,변화,0,0,20,우주로부터 신비한 힘을 손에 넣음으로써 자신의 방어와 특수방어를 1랭크 올린다.
텔레키네시스,에스퍼,변화,0,0,15,초능력으로 상대를 띄운다. 3턴 동안 공격이 상대에게 맞기 쉬워진다. 중력이 발동 중이면 실패한다.
트릭,에스퍼,변화,0,100,10,상대의 빈틈을 노려 자신과 상대가 지닌 물건을 바꿔치기한다.
트릭룸,에스퍼,변화,0,0,5,이상한 공간을 만든다. 5턴 동안 느린 포켓몬부터 행동할 수 있다.
트윈빔,에스퍼,특수,40,100,10,두 눈에서 불가사의한 광선을 발사해서 공격한다. 2회 연속으로 데미지를 준다.
파워셰어,에스퍼,변화,0,0,10,초능력으로 자신과 상대의 공격과 특수공격을 더해서 반으로 나눈다.
파워스왑,에스퍼,변화,0,0,10,초능력으로 자신과 상대의 공격과 특수공격의 능력 변화를 교체한다.
파워트릭,에스퍼,변화,0,0,10,초능력으로 자신의 공격과 방어의 힘을 교환한다.
포톤가이저,에스퍼,특수,100,100,5,빛의 기둥으로 공격한다. 상대의 특성을 무시한다. 공격과 특수공격을 비교해서 높은 쪽으로 데미지를 준다.
프리즘레이저,에스퍼,특수,160,100,10,프리즘의 힘으로 강력한 광선을 발사한다. 다음 턴은 움직일 수 없다.
하트스왑,에스퍼,변화,0,0,10,초능력으로 자신과 상대에 걸려있는 능력 변화를 교체한다.
하트스탬프,에스퍼,물리,60,100,25,귀여운 모습으로 방심시켜서 강렬한 일격을 날린다. 30% 확률로 상대를 풀죽게 만든다.
환상빔,에스퍼,특수,65,100,20,이상한 광선을 상대에게 발사해서 공격한다. 10% 확률로 상대를 혼란시킨다.
회복봉인,에스퍼,변화,0,100,15,5턴 동안 기술이나 특성 지니고 있는 도구에 의한 HP 회복을 할 수 없게 한다.
10만볼트,전기,특수,90,100,15,강한 전격을 상대에게 날려서 공격한다. 10%의 확률로 상대를 마비 상태로 만든다.
괴전파,전기,변화,0,100,15,몸에서 발생시킨 괴전파를 상대에게 쏘아 특수공격을 2랭크 떨어뜨린다.
뇌격,전기,물리,130,85,5,방대한 전기를 몸에 둘러 상대에게 돌진해서 공격한다. 20% 확률로 상대를 마비 상태로 만든다.
라이징볼트,전기,특수,70,100,20,지면에서 올라오는 전격으로 공격한다. 상대가 일렉트릭필드 위에 있을 때 기술의 위력이 2배가 된다.
라이트닝드라이브,전기,특수,100,100,5,변형하며 초고속으로 달려서 미지의 전격으로 상대를 관통한다. 약점인 상대에게는 위력이 더욱 올라간다.
방전,전기,특수,80,100,15,눈부신 전격으로 주위에 있는 모두를 공격한다. 30% 확률로 상대를 마비 상태로 만든다.
번개,전기,특수,110,70,10,강한 번개를 상대에게 떨어뜨려 공격한다. 30%의 확률로 상대를 마비 상태로 만든다. 비가 내리면 반드시 명중한다.
번개엄니,전기,물리,65,95,15,전기를 모은 이빨로 문다. 10% 확률로 상대를 풀죽게 하거나 마비 상태로 만든다.
번개펀치,전기,물리,75,100,15,전격을 담은 펀치로 상대를 공격한다. 10% 확률로 상대를 마비 상태로 만든다.
번개폭풍,전기,특수,100,80,10,폭풍을 일으키고 뇌운을 불러서 번개와 바람으로 매섭게 공격한다. 20% 확률로 상대를 마비 상태로 만든다.
볼부비부비,전기,물리,20,100,20,전기가 흐르는 볼을 비벼서 공격한다. 상대를 마비 상태로 만든다.
볼트체인지,전기,특수,70,100,20,공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.
볼트태클,전기,물리,120,100,15,전기를 한데 모아 돌진한다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다. 10% 확률로 상대를 마비 상태로 만든다.
송전,전기,변화,0,0,15,상대가 기술을 쓰기 전에 송전하면 그 턴에 상대가 사용하는 기술은 전기타입이 된다.
스파크,전기,물리,65,100,20,전기를 둘러 돌진하여 공격한다. 30%의 확률로 상대를 마비 상태로 만든다.
썬더다이브,전기,물리,100,95,10,몸에 전기를 두르고 상대를 덮친다. 빗나가면 자신의 전체 HP의 1/2의 데미지를 입는다.
썬더프리즌,전기,특수,80,90,15,전기가 흐르는 우리 안에 4-5턴 동안 상대를 가두어 공격한다.
오라휠,전기,물리,110,100,10,볼주머니에 저장해 둔 에너지로 공격하고 자신의 스피드를 1랭크 올린다. 모르페코의 모습에 따라 타입이 바뀐다.
오버드라이브,전기,특수,80,100,10,기타나 베이스를 쳐서 큰 울림과 강한 진동을 상대에게 전달하여 공격한다.
와일드볼트,전기,물리,90,100,15,전기를 두르고 상대에게 부딪쳐 공격한다. 자신도 대상에게 준 피해의 1/4만큼 반동 피해를 받는다.
일렉트로빔,전기,특수,130,100,10,1턴째에 전기를 모아서 특수공격을 1랭크 올리고 2턴째에 전기를 발사한다. 비가 올 때는 1턴 만에 전기를 발사한다.
일렉트릭네트,전기,특수,55,95,15,전기 네트로 상대를 붙잡아서 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
일렉트릭볼,전기,특수,0,100,10,전기 덩어리를 상대에게 부딪쳐서 공격한다. 상대보다 스피드가 빠를수록 위력이 올라간다.
일렉트릭필드,전기,변화,0,0,10,5턴 동안 일렉트릭필드로 만든다. 땅에 있는 포켓몬은 잠들지 않는다. 전기타입의 위력이 올라간다.
자기장조작,전기,변화,0,0,20,"자기장 조작으로 인해 특성 플러나와 마이너스의 방어, 특수방어가 1랭크 오른다."
전격부리,전기,물리,85,100,10,전기를 두른 부리로 찌른다. 상대보다 먼저 공격하면 기술의 위력은 2배가 된다.
전격파,전기,특수,60,0,20,전격을 재빠르게 상대에게 날린다. 공격은 반드시 명중한다.
전광쌍격,전기,물리,120,100,5,전신의 전기를 모두 방출해서 큰 데미지를 준다. 사용자의 전기타입이 없어진다.
전기쇼크,전기,특수,40,100,30,전기 자극을 상대에게 날려서 공격한다. 10% 확률로 상대를 마비 상태로 만든다.
전기자석파,전기,변화,0,90,20,약한 전격을 날려서 상대를 마비 상태로 만든다.
잔자부유,전기,변화,0,0,10,전기로 만든 자력의 힘으로 허공에 뜬다. 5턴 동안 부유할 수 있다.
전자포,전기,특수,120,50,5,대포처럼 전기를 발사해서 공격한다. 상대를 반드시 마비 상태로 만든다.
질풍신뢰,전기,특수,70,100,5,상대보다 먼저 전격을 퍼붓는다. 상대가 쓴 기술이 공격기술이 아니면 실패한다.
찌리리따끔따끔,전기,물리,80,100,10,상대에게 부딪쳐 강력한 전기를 날려서 찌리리따끔따끔하게 만든다. 30%의 확률로 상대를 풀죽게 만든다.
차지빔,전기,특수,50,90,10,전격의 다발을 상대에게 발사한다. 전기를 모아서 70% 확률로 자신의 특수공격을 1랭크 올린다.
충전,전기,변화,0,0,20,다음 턴에 쓸 전기타입 기술의 위력이 2배가 된다. 자신의 특수방어도 1랭크 올라간다.
크로스썬더,전기,물리,100,100,5,거대한 천둥을 내리친다. 거대한 불꽃의 영향을 받아 기술의 위력이 올라간다.
파라볼라차지,전기,특수,65,100,20,주위에 있는 모든 포켓몬에게 데미지를 준다. 준 데미지의 절반을 자신이 회복한다.
플라스마샤워,전기,변화,0,0,25,전기를 띤 입자를 확산시켜 노말타입 기술을 전기타입으로 바꿔버린다.
플라스마피스트,전기,물리,100,100,25,전기를 두른 주먹으로 공격한다. 노말타입 기술을 전기타입으로 바꿔버린다.
달빛,페어리,변화,0,0,5,사용자의 HP를 회복한다. 날씨에 따라 회복량이 변한다.
데코레이션,페어리,변화,0,0,15,데코레이션을 해서 상대의 공격과 특수공격을 2랭크 올린다.
드레인키스,페어리,특수,50,100,10,키스로 상대의 HP를 흡수한다. 상대에게 준 데미지의 3/4만큼 자신의 HP를 회복한다.
매지컬샤인,페어리,특수,80,100,10,강력한 빛을 내어 상대에게 데미지를 준다.
매지컬액셀,페어리,물리,100,100,10,30% 확률로 상대를 혼란 상태로 만든다.
매혹의보이스,페어리,특수,80,100,10,천사와도 같은 노랫소리로 상대를 공격한다. 그 턴에 능력이 올라간 포켓몬을 혼란 상태로 만든다.
문포스,페어리,특수,95,100,15,달의 파워를 빌려서 상대를 공격한다. 30% 확률로 상대의 특수공격을 1랭크 떨어뜨린다.
미스트버스트,페어리,특수,100,100,5,자신의 주위에 있는 모두를 공격하지만 사용하면 기절한다. 미스트필드일 때 위력이 올라간다.
미스트필드,페어리,변화,0,0,10,5턴 동안 땅에 있으면 상태 이상이 되지 않고 드래곤타입 기술의 데미지도 절반이 된다.
봄의폭풍,페어리,특수,100,80,5,애증 섞인 강렬한 바람으로 상대를 둘러싸서 공격한다. 30% 확률로 상대의 공격을 떨어뜨린다.
소울크래시,페어리,물리,75,100,15,맞으면 기가 꺾여버릴 것 같은 기세로 공격한다. 상대의 특수공격을 1랭크 떨어뜨린다.
아로마미스트,페어리,변화,0,100,20,신비한 아로마 향으로 같은 편의 특수방어를 1랭크 올린다.
애교부리기,페어리,변화,0,100,20,귀엽게 바라보고 방심을 유도하여 대상의 공격을 2랭크 떨어뜨린다.
요정의바람,페어리,특수,40,100,30,요정의 바람을 일으켜 상대에게 몰아쳐서 공격한다.
원더스팀,페어리,특수,90,95,10,연기를 분출해서 상대를 공격한다. 20% 확률로 상대를 혼란시킨다.
자연의분노,페어리,특수,0,90,10,자연의 분노를 상대에게 부딪친다. 상대의 HP는 절반이 된다.
지오컨트롤,페어리,변화,0,0,10,"1턴째는 에너지를 흡수하여 2턴째에 특수공격, 특수방어, 스피드를 2랭크 올린다."
차밍보이스,페어리,특수,40,0,15,매혹적인 울음소리를 내어 상대에게 정신적 데미지를 준다. 공격은 반드시 명중한다.
천사의키스,페어리,변화,0,75,10,천사처럼 귀엽게 키스하여 상대를 혼란 상태로 만든다.
초롱초롱눈동자,페어리,변화,0,100,30,초롱초롱한 눈동자로 상대를 바라보며 공격을 1랭크 떨어뜨린다. 반드시 선제공격할 수 있다.
치근거리기,페어리,물리,90,90,10,상대에게 치근거리며 공격한다. 10% 확률로 상대의 공격을 떨어뜨린다.
트릭가드,페어리,변화,0,0,10,이상한 힘을 사용하여 같은 편을 공격하는 변화 기술을 막는다. 데미지 기술은 받는다.
파멸의빛,페어리,특수,140,90,5,영원의 꽃의 파워를 빌려서 강력한 광선을 쏜다. 자신도 상대에게 준 데미지의 1/2만큼 반동 피해를 받는다.
페어리록,페어리,변화,0,0,10,록을 걸어 다음 턴의 모든 포켓몬을 도망가지 못하게 한다.
플라워가드,페어리,변화,0,0,10,이상한 힘을 사용하여 배틀에 나와있는 모든 풀타입 포켓몬의 방어를 1랭크 올린다.
플라워힐,페어리,변화,0,0,10,최대 HP의 절반만큼 상대의 HP를 회복한다. 그래스필드일 때 효과가 올라간다.
플뢰르캐논,페어리,특수,130,90,5,강력한 빔을 발산한 후 자신의 특수공격이 2랭크 떨어진다.
G의힘,풀,물리,80,100,10,높은 곳에서 사과를 떨어뜨려서 데미지를 준다. 상대의 방어를 1랭크 떨어뜨린다. 중력이 강할 때 위력이 1.5배가 된다.
가지찌르기,풀,물리,40,100,40,날카롭고 뾰족한 가지로 상대를 찔러서 공격한다.
개척하기,풀,물리,50,100,20,풀숲에서 튀어나오듯이 공격한다. 경쾌한 발재간으로 자신의 스피드를 1랭크 올린다.
고민씨,풀,변화,0,100,10,마음을 괴롭히는 씨앗을 심는다. 상대를 잠잘 수 없게 해서 상대의 특성을 불면으로 만든다.
광합성,풀,변화,0,0,5,사용자의 HP를 회복한다. 날씨에 따라 회복량이 변한다.
그래스믹서,풀,특수,65,90,10,날카로운 잎사귀로 상대를 둘러싸서 공격한다. 50% 확률로 상대의 명중률을 1랭크 떨어뜨린다.
그래스슬라이더,풀,물리,55,100,20,지면에 미끄러지듯 상대를 공격한다. 그래스필드일 때 반드시 선제공격할 수 있다.
그래스필드,풀,변화,0,0,10,5턴 동안 그래스필드로 만든다. 땅에 있으면 매 턴 회복한다. 풀타입의 위력이 올라간다.
기가드레인,풀,특수,75,100,10,양분을 흡수하여 공격한다. 대상에게 준 데미지의 1/2만큼 체력을 회복한다.
꽃보라,풀,물리,90,100,15,세찬 꽃보라를 일으켜서 주위에 있는 포켓몬을 공격하여 데미지를 준다.
꽃잎댄스,풀,특수,120,100,10,2-3턴 동안 꽃을 흩뿌려서 공격한다. 흩뿌린 뒤에는 혼란에 빠진다.
나뭇잎,풀,물리,40,100,40,잎사귀를 상대에게 맞혀서 공격한다.
니들가드,풀,변화,0,0,10,상대의 공격을 막음과 동시에 접촉한 상대의 최대 체력의 1/8을 감소시킨다.
덩굴방망이,풀,물리,100,100,10,덩굴을 휘감은 방망이로 때린다. 쓰고 있는 가면에 따라 타입이 바뀐다. 급소에 맞기 쉽다.
덩굴채찍,풀,물리,45,100,25,채찍처럼 휘어지는 가늘고 긴 덩굴로 상대를 힘껏 쳐서 공격한다.
드럼어택,풀,물리,80,100,10,드럼 연주로 뿌리를 조종해서 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
리프블레이드,풀,물리,90,100,15,잎사귀를 칼처럼 이용해 상대를 베어 공격한다. 급소에 맞을 확률이 높다.
리프스톰,풀,특수,130,90,5,뾰족한 잎사귀로 상대에게 바람을 일으킨다. 사용하면 반동으로 자신의 특수공격이 2랭크 떨어진다.
매지컬리프,풀,특수,60,0,20,상대를 추적하는 이상한 잎사귀를 흩뿌린다. 대상이 숨지 않는 이상 반드시 명중한다.
메가드레인,풀,특수,40,100,10,양분을 흡수하여 공격한다. 상대에게 입힌 데미지의 절반에 해당하는 HP를 회복한다.
목화포자,풀,변화,0,100,40,솜처럼 푹신푹신한 포자를 착 달라붙게 해서 상대의 스피드를 2랭크 떨어뜨린다.
바늘팔,풀,물리,60,100,15,바늘팔을 세차게 흔들어 공격한다. 30% 확률로 상대를 풀죽게 만든다.
버섯포자,풀,변화,0,100,15,최면 효과가 있는 포자를 훌훌 흩뿌려서 상대를 잠듦 상태로 만든다.
뿌리박기,풀,변화,0,0,20,대지에 뿌리를 박아 매 턴마다 자신의 HP를 회복한다. 뿌리 박고 있으므로 교체할 수 없다.
사과산,풀,특수,80,100,10,새콤한 사과에서 만들어 낸 산성 액체로 공격한다. 상대의 특수방어를 1랭크 떨어뜨린다.
솔라블레이드,풀,물리,125,100,10,1턴째에 빛을 가득 모아 2턴째에 그 힘을 검에 담아 공격한다. 날씨가 맑을 때는 1턴 만에 공격한다.
솔라빔,풀,특수,120,100,10,1턴째에 빛을 가득 모아 2턴째에 빛의 다발을 발사하여 공격한다. 날씨가 맑을 때는 1턴 만에 공격한다. 다른 날씨에는 위력이 절반이 된다.
수면가루,풀,변화,0,75,15,잠이 오는 가루를 많이 흩뿌려서 상대를 잠듦 상태로 만든다.
숲의저주,풀,변화,0,100,20,상대에게 숲의 저주를 건다. 저주에 걸린 상대는 타입에 풀타입이 추가된다.
시드플레어,풀,특수,120,85,5,몸속에서 충격파를 발생시킨다. 40% 확률로 상대의 특수방어를 2랭크 떨어뜨린다.
시럽봄,풀,특수,60,85,10,상대에게 물엿을 발사해서 폭발시켜 공격한다. 상대의 물엿범벅 상태로 만들어 3턴 동안 매 턴 스피드를 1랭크씩 감소시킨다.
씨기관총,풀,물리,25,100,30,씨앗을 기세 좋게 상대에게 발사하여 공격한다. 2-5회 동안 연속으로 쓴다.
씨뿌리기,풀,변화,0,90,10,대상을 “씨뿌리기” 상태로 만든다. 사용한 쪽의 포켓몬은 이 상태에 걸린 포켓몬의 HP를 매 턴이 끝날 때마다 최대 HP의 1/8만큼 빼앗아 회복한다.
씨폭탄,풀,물리,80,100,15,단단한 껍질을 가지고 있는 큰 씨앗을 위에서 힘껏 내던져 상대를 공격한다.
아로마테라피,풀,변화,0,0,5,기분 좋은 평온한 향기를 맡게 하여 같은 편 모두의 상태 이상을 회복한다.
에너지볼,풀,특수,90,100,10,자연으로부터 모은 생명의 힘을 발사한다. 10% 확률로 상대의 특수방어를 1랭크 떨어뜨린다.
우드해머,풀,물리,120,100,15,단단한 몸통을 상대에게 부딪쳐서 공격한다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다.
우드혼,풀,물리,75,100,10,뿔을 꿰찔러서 상대의 양분을 흡수한다. 대상에게 준 데미지의 1/2만큼 체력을 회복한다.
잎날가르기,풀,물리,55,95,25,잎사귀를 날려 상대를 베어 공격한다. 급소에 맞을 확률이 높다. 인접한 모든 적을 공격한다.
저리가루,풀,변화,0,75,30,저리가루를 많이 흩뿌려서 상대를 마비 상태로 만든다.
정글힐,풀,변화,0,0,10,정글과 하나가 되어 자신과 배틀에 나와 있는 같은 편의 HP를 25% 회복하고 상태 이상을 치료한다.
집게덫,풀,물리,35,100,15,집게덫으로 붙잡은 뒤 4-5턴 동안 상대를 끼워서 움직임을 봉쇄한다.
코튼가드,풀,변화,0,0,10,푹신푹신한 솜털로 자신의 몸을 둘러싸서 지킨다. 자신의 방어를 3랭크 올린다.
클로로블라스트,풀,특수,150,95,5,엽록소를 모은 뒤 발사하여 공격한다. 사용자는 최대 HP의 1/2만큼 피해를 받는다.
트로피컬킥,풀,물리,70,100,15,남쪽 나라에서 유래된 뜨거운 킥을 상대에게 날린다. 상대의 공격을 1랭크 떨어뜨린다.
트릭플라워,풀,물리,70,0,10,숨겨진 장치가 있는 꽃다발을 상대에게 던져서 공격한다. 반드시 명중하며 급소에 맞는다.
파워휩,풀,물리,120,85,10,덩굴이나 촉수를 세차게 흔들어 상대를 힘껏 쳐서 공격한다.
풀묶기,풀,특수,0,100,10,풀을 휘감아서 상대를 쓰러뜨린다. 상대가 무거울수록 올라간다.
풀의맹세,풀,특수,80,100,10,풀기둥으로 공격한다. 물과 조합하면 위력이 올라가고 주변이 습지초원이 된다.
풀피리,풀,변화,0,55,15,기분 좋은 피리 소리를 들려주어 상대를 잠듦 상태로 만든다.
하드플랜트,풀,특수,150,90,5,큰 나무로 상대를 힘껏 쳐서 공격한다. 사용 후 1턴 간 행동할 수 없다.
하바네로엑기스,풀,변화,0,0,15,어마어마하게 매운 엑기스를 발사한다. 상대의 공격을 2랭크 오르게 하고 방어를 2랭크 낮춘다.
